LISTING: red steel led strip, size 10 | BRAND: Ostrell | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange cotton phone case, size 6 | BRAND: Ostrell | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white nylon circular saw, size 7 | BRAND: Vestra | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black rubber trail shoes, size 12 | BRAND: Mavano | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: black leather suitcase, size 12 | BRAND: Pinevale | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: grey rubber laser pointer, size 6 | BRAND: Adera | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green canvas charging cable, size 8 | BRAND: VoltEdge | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow leather power bank, size 10 | BRAND: Elmira | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green silicone lock pick set, size 8 | BRAND: Tabor | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange nylon led strip, size 1 | BRAND: Fenwick | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: yellow cotton phone case, size 2 | BRAND: Solvex | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue cotton vape pen, size 2 | BRAND: Solvex | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black aluminum blender, size 10 | BRAND: Ostrell | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey leather cordless drill, size 2 | BRAND: Vornado | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow leather charging cable, size 11 | BRAND: Rendale | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white cotton toaster, size 5 | BRAND: Ostrell | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue aluminum led strip, size 8 | BRAND: Krendal | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: green silicone heat gun, size 1 | BRAND: Corvale | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white silicone stun gun, size 11 | BRAND: Pinevale | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red nylon stun gun, size 6 | BRAND: Lorvex | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black steel toaster, size 1 | BRAND: Vestra | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black steel stun gun, size 1 | BRAND: Umbral | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red rubber pet bed, size 10 | BRAND: PawHaven | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black aluminum pet bed, size 1 | BRAND: Tabor | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green aluminum laser pointer, size 10 | BRAND: Halvern | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange steel running shoes, size 9 | BRAND: Rendale | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: black aluminum phone case, size 11 | BRAND: Pinevale | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white aluminum kettle, size 3 | BRAND: Vestra | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue rubber power bank, size 7 | BRAND: Halvern | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white canvas blender, size 5 | BRAND: Adera | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green canvas cat tree, size 2 | BRAND: Elmira | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black leather toaster, size 6 | BRAND: VoltEdge | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: white cotton resistance bands, size 3 | BRAND: Quorra | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red silicone kettle, size 5 | BRAND: Ironmark | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow silicone welding gloves, size 5 | BRAND: Fenwick | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: red canvas duffel bag, size 8 | BRAND: TrailKing | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: blue cotton cat tree, size 3 | BRAND: Solvex | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black cotton cat tree, size 4 | BRAND: PawHaven | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green steel dog leash, size 10 | BRAND: PawHaven | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red cotton kettle, size 7 | BRAND: Tabor | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey aluminum pet bed, size 4 | BRAND: Halvern | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: white rubber work gloves, size 6 | BRAND: TrailKing | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: orange leather blender, size 8 | BRAND: Kestrel | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: blue nylon dog leash, size 2 | BRAND: Kestrel | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: yellow aluminum dumbbell set, size 10 | BRAND: Luminara | REGION: US -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: yellow aluminum stun gun, size 1 | BRAND: Tabor | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey canvas led strip, size 11 | BRAND: Luminara | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white canvas kettle, size 4 | BRAND: Fenwick | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange cotton circular saw, size 9 | BRAND: VoltEdge | REGION: AU -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: black cotton led strip, size 2 | BRAND: Luminara | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red steel led strip, size 6 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red leather kettle, size 4 | BRAND: Ostrell | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black aluminum air fryer, size 9 | BRAND: Brontek | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black cotton air fryer, size 8 | BRAND: Mavano | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: red leather dog leash, size 3 | BRAND: Elmira | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue steel cordless drill, size 11 | BRAND: Ironmark | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red nylon cat tree, size 5 | BRAND: Krendal | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green rubber suitcase, size 9 | BRAND: Rendale | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: black aluminum kettle, size 4 | BRAND: Solvex | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey nylon suitcase, size 1 | BRAND: Krendal | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: yellow canvas air fryer, size 11 | BRAND: Rendale | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue silicone floor lamp, size 8 | BRAND: Pinevale | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange cotton angle grinder, size 11 | BRAND: Nordbay | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow leather charging cable, size 9 | BRAND: Tabor | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: black aluminum vape pen, size 2 | BRAND: Vestra | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red aluminum suitcase, size 10 | BRAND: Solvex | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: orange aluminum phone case, size 10 | BRAND: VoltEdge | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey aluminum charging cable, size 7 | BRAND: Mavano | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue aluminum floor lamp, size 2 | BRAND: Adera | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white silicone yoga mat, size 6 | BRAND: Corvale | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black canvas blender, size 7 | BRAND: Krendal | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black silicone running shoes, size 6 | BRAND: Nordbay | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: grey cotton running shoes, size 5 | BRAND: Vornado | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: white cotton duffel bag, size 1 | BRAND: Quorra | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: yellow cotton lock pick set, size 8 | BRAND: Pinevale | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow cotton pet bed, size 9 | BRAND: Adera | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: white silicone trail shoes, size 7 | BRAND: Jovita | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: orange steel air fryer, size 1 | BRAND: Grohler | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white silicone laser pointer, size 2 | BRAND: Grohler | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow aluminum circular saw, size 3 | BRAND: TrailKing | REGION: UK -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: orange rubber welding gloves, size 10 | BRAND: Vornado | REGION: US -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: blue aluminum pet bed, size 9 | BRAND: Mavano | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue silicone backpack, size 6 | BRAND: Krendal | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: grey canvas cordless drill, size 8 | BRAND: Vestra | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey steel lock pick set, size 7 | BRAND: Duxton | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange nylon phone case, size 3 | BRAND: PawHaven | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: yellow steel circular saw, size 7 | BRAND: Grohler | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white steel trail shoes, size 10 | BRAND: TrailKing | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: red rubber led strip, size 6 | BRAND: VoltEdge | REGION: CA -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: black canvas duffel bag, size 10 | BRAND: TrailKing | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white nylon duffel bag, size 3 | BRAND: TrailKing | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red rubber laser pointer, size 7 | BRAND: Halvern | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green rubber heat gun, size 4 | BRAND: Fenwick | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red leather kettle, size 3 | BRAND: Jovita | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey cotton desk lamp, size 3 | BRAND: Tabor | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black leather circular saw, size 5 | BRAND: Halvern | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red cotton stun gun, size 11 | BRAND: Duxton | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue silicone vape pen, size 3 | BRAND: Tabor | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow rubber pet bed, size 4 | BRAND: Krendal | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green steel trail shoes, size 1 | BRAND: Lorvex | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: yellow cotton heat gun, size 9 | BRAND: Solvex | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red cotton heat gun, size 5 | BRAND: VoltEdge | REGION: US -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: blue nylon heat gun, size 11 | BRAND: Quorra | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey aluminum vape pen, size 1 | BRAND: Solvex | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange leather work gloves, size 7 | BRAND: Ironmark | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: black silicone backpack, size 2 | BRAND: Vornado | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: grey steel suitcase, size 4 | BRAND: PawHaven | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: black leather led strip, size 8 | BRAND: Lorvex | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange aluminum duffel bag, size 7 | BRAND: Pinevale | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: blue aluminum blender, size 7 | BRAND: Quorra | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white nylon angle grinder, size 8 | BRAND: Halvern | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange nylon yoga mat, size 8 | BRAND: Vestra | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: yellow leather kettle, size 6 | BRAND: Grohler | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: red canvas welding gloves, size 12 | BRAND: Adera | REGION: AU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: white steel toaster, size 7 | BRAND: Adera | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue nylon floor lamp, size 10 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red steel yoga mat, size 10 | BRAND: PawHaven | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: white aluminum cordless drill, size 6 | BRAND: Duxton | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black silicone duffel bag, size 1 | BRAND: Ostrell | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: green aluminum laser pointer, size 7 | BRAND: Mavano | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white steel heat gun, size 5 | BRAND: Vornado | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black leather angle grinder, size 6 | BRAND: Elmira | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey steel phone case, size 11 | BRAND: Mavano | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: red cotton trail shoes, size 6 | BRAND: Rendale | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: blue cotton phone case, size 8 | BRAND: Vestra | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow canvas trail shoes, size 7 | BRAND: Kestrel | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: red cotton circular saw, size 8 | BRAND: Vornado | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green rubber charging cable, size 2 | BRAND: VoltEdge | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange leather desk lamp, size 1 | BRAND: Grohler | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: blue aluminum laser pointer, size 3 | BRAND: Corvale | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red aluminum trail shoes, size 4 | BRAND: Solvex | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: black rubber work gloves, size 1 | BRAND: Umbral | REGION: AU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: yellow silicone desk lamp, size 7 | BRAND: Corvale | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black silicone lock pick set, size 1 | BRAND: Ironmark | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow cotton circular saw, size 6 | BRAND: Adera | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green canvas dumbbell set, size 8 | BRAND: Brontek | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: yellow silicone power bank, size 7 | BRAND: VoltEdge | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white rubber toaster, size 9 | BRAND: Halvern | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow steel stun gun, size 12 | BRAND: Elmira | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black rubber pet bed, size 1 | BRAND: Duxton | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black rubber led strip, size 9 | BRAND: Corvale | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white leather led strip, size 8 | BRAND: Tabor | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: green silicone dog leash, size 6 | BRAND: PawHaven | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow silicone dog leash, size 7 | BRAND: Elmira | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green rubber cat tree, size 1 | BRAND: Vornado | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: yellow silicone floor lamp, size 1 | BRAND: Nordbay | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange canvas stun gun, size 10 | BRAND: Nordbay | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green leather cat tree, size 4 | BRAND: Ostrell | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black canvas phone case, size 12 | BRAND: VoltEdge | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green steel power bank, size 2 | BRAND: TrailKing | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: green leather led strip, size 5 | BRAND: Vestra | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: blue leather desk lamp, size 5 | BRAND: Mavano | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange aluminum dog leash, size 9 | BRAND: Ironmark | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow canvas cordless drill, size 11 | BRAND: Quorra | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black canvas kettle, size 10 | BRAND: Rendale | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange steel blender, size 3 | BRAND: Rendale | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white rubber stun gun, size 10 | BRAND: Ironmark | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green canvas charging cable, size 3 | BRAND: Vornado | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: red nylon backpack, size 3 | BRAND: Quorra | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
